Ti (wt%),Mo (wt%),Al (wt%),Sn (wt%),V (wt%),Zr (wt%),Cr (wt%),Nb (wt%),Ta (wt%),Fe (wt%),W (wt%),Si (wt%),O (wt%),Y (wt%),transition temperature (°C),Process,Strength (MPa),Elongation (%),source
84.68,6.63,3.01,0.0,0.0,0.0,2.65,2.8,0.0,0.0,0.0,0.0,0.23,0.0,850.0,"Solution: 880.0°C for 0.5h, cooled by Water Quench (WQ).",903.0,24.0,none
84.68,6.63,3.01,0.0,0.0,0.0,2.65,2.8,0.0,0.0,0.0,0.0,0.23,0.0,850.0,"Solution: 820.0°C for 0.5h, cooled by Water Quench (WQ).",965.0,10.9,none
84.68,6.63,3.01,0.0,0.0,0.0,2.65,2.8,0.0,0.0,0.0,0.0,0.23,0.0,850.0,"Solution: 880.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 530.0°C for 6.0h, cooled by Air Cool (AC).",1311.0,2.1,none
84.68,6.63,3.01,0.0,0.0,0.0,2.65,2.8,0.0,0.0,0.0,0.0,0.23,0.0,850.0,"Solution: 820.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 530.0°C for 6.0h, cooled by Air Cool (AC).",1296.0,4.7,none
82.19,6.62,4.22,0.0,0.0,0.0,3.9,2.86,0.0,0.0,0.0,0.0,0.21,0.0,860.0,"Solution: 890.0°C for 0.5h, cooled by Water Quench (WQ).",893.0,19.5,none
82.19,6.62,4.22,0.0,0.0,0.0,3.9,2.86,0.0,0.0,0.0,0.0,0.21,0.0,860.0,"Solution: 830.0°C for 0.5h, cooled by Water Quench (WQ).",942.0,9.1,none
82.19,6.62,4.22,0.0,0.0,0.0,3.9,2.86,0.0,0.0,0.0,0.0,0.21,0.0,860.0,"Solution: 890.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 540.0°C for 6.0h, cooled by Air Cool (AC).",1378.0,1.5,none
82.19,6.62,4.22,0.0,0.0,0.0,3.9,2.86,0.0,0.0,0.0,0.0,0.21,0.0,860.0,"Solution: 830.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 540.0°C for 6.0h, cooled by Air Cool (AC).",1308.0,5.2,none
80.723,7.0,5.06,0.0,0.0,0.0,3.62,2.9,0.0,0.477,0.0,0.0,0.22,0.0,880.0,"Solution: 910.0°C for 0.5h, cooled by Water Quench (WQ).",880.0,13.6,none
80.723,7.0,5.06,0.0,0.0,0.0,3.62,2.9,0.0,0.477,0.0,0.0,0.22,0.0,880.0,"Solution: 850.0°C for 0.5h, cooled by Water Quench (WQ).",931.0,8.2,none
80.723,7.0,5.06,0.0,0.0,0.0,3.62,2.9,0.0,0.477,0.0,0.0,0.22,0.0,880.0,"Solution: 910.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1417.0,1.7,none
80.723,7.0,5.06,0.0,0.0,0.0,3.62,2.9,0.0,0.477,0.0,0.0,0.22,0.0,880.0,"Solution: 850.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1366.0,4.5,none
89.02,0.0,5.07,0.0,2.96,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,"Solution: 700.0°C for 1.0h, cooled by Air Cool (AC).",904.977,17.3749,none
89.02,0.0,5.07,0.0,2.96,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,"Solution: 750.0°C for 1.0h, cooled by Air Cool (AC).",839.367,18.2795,none
89.02,0.0,5.07,0.0,2.96,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,"Solution: 800.0°C for 1.0h, cooled by Air Cool (AC).",823.529,18.3412,none
89.02,0.0,5.07,0.0,2.96,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,"Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",841.629,18.2246,none
89.02,0.0,5.07,0.0,2.96,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,"Solution: 950.0°C for 1.0h, cooled by Air Cool (AC).",837.104,14.2483,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,"Solution: 700.0°C for 1.0h, cooled by Air Cool (AC).",878.652,17.7578,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,"Solution: 800.0°C for 1.0h, cooled by Air Cool (AC).",862.921,19.1031,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,"Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",856.18,19.3722,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,"Solution: 950.0°C for 1.0h, cooled by Air Cool (AC).",874.157,15.6054,none
87.57,0.0,4.97,0.0,3.11,2.83,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,"Solution: 700.0°C for 1.0h, cooled by Air Cool (AC).",901.267,18.4821,none
87.57,0.0,4.97,0.0,3.11,2.83,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,"Solution: 800.0°C for 1.0h, cooled by Air Cool (AC).",903.826,19.0179,none
87.57,0.0,4.97,0.0,3.11,2.83,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,"Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",893.018,18.75,none
87.57,0.0,4.97,0.0,3.11,2.83,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0,"Solution: 950.0°C for 1.0h, cooled by Air Cool (AC).",883.164,18.2143,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 950.0°C. Solution: 700.0°C for 1.0h, cooled by Air Cool (AC).",973.764,14.2573,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 950.0°C. Solution: 800.0°C for 1.0h, cooled by Air Cool (AC).",945.313,17.6014,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 950.0°C. Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",934.751,17.8843,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 890.0°C. Solution: 700.0°C for 1.0h, cooled by Air Cool (AC).",961.477,15.7849,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 890.0°C. Solution: 800.0°C for 1.0h, cooled by Air Cool (AC).",880.614,18.9732,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 890.0°C. Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",870.372,17.2077,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 840.0°C. Solution: 700.0°C for 1.0h, cooled by Air Cool (AC).",1023.63,13.2879,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 840.0°C. Solution: 800.0°C for 1.0h, cooled by Air Cool (AC).",964.53,14.9915,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 840.0°C. Solution: 900.0°C for 1.0h, cooled by Air Cool (AC).",969.712,15.3322,none
88.21,0.0,5.13,0.0,3.03,2.87,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.0,"Processing temperature: 840.0°C. Solution: 950.0°C for 1.0h, cooled by Air Cool (AC).",912.817,13.1175,none
72.96,0.0,5.2,0.0,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,830.0,"Solution: 900.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 600.0°C for 4.0h, cooled by Air Cool (AC).",1076.67,19.5,none
72.96,0.0,5.2,0.0,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,830.0,"Solution: 900.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 700.0°C for 4.0h, cooled by Air Cool (AC).",875.0,15.83,none
85.11,0.0,5.06,0.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.15,0.0,850.0,"Solution: 900.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 600.0°C for 4.0h, cooled by Air Cool (AC).",1043.33,0.0,none
85.11,0.0,5.06,0.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.15,0.0,850.0,"Solution: 900.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 700.0°C for 4.0h, cooled by Air Cool (AC).",1143.3,0.0,none
81.85,13.6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,880.0,"Solution: 900.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 500.0°C for 4.0h, cooled by Air Cool (AC).",1393.33,5.67,none
81.85,13.6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,880.0,"Solution: 900.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 600.0°C for 4.0h, cooled by Air Cool (AC).",1116.67,12.5,none
81.85,13.6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,880.0,"Solution: 900.0°C for 0.5h, cooled by Water Quench (WQ). Aging: 700.0°C for 4.0h, cooled by Air Cool (AC).",945.0,18.67,none
81.3,5.0,6.5,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,998.0,"Solution: 958.0°C for 2.0h, cooled by Air Cool (AC). Aging: 550.0°C for 6.0h, cooled by Air Cool (AC).",1292.0,11.0,none
81.3,5.0,6.5,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,998.0,"Solution: 958.0°C for 2.0h, cooled by Air Cool (AC). Aging: 520.0°C for 6.0h, cooled by Air Cool (AC).",1261.5,14.0,none
81.3,5.0,6.5,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,998.0,"Solution: 958.0°C for 2.0h, cooled by Air Cool (AC). Aging: 540.0°C for 6.0h, cooled by Air Cool (AC).",1279.0,13.0,none
81.3,5.0,6.5,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,998.0,"Solution: 958.0°C for 2.0h, cooled by Air Cool (AC). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1276.5,15.3,none
81.3,5.0,6.5,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,998.0,"Solution: 958.0°C for 2.0h, cooled by Air Cool (AC). Aging: 580.0°C for 6.0h, cooled by Air Cool (AC).",1268.0,14.0,none
81.3,5.0,6.5,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,998.0,"Solution: 958.0°C for 2.0h, cooled by Air Cool (AC). Aging: 600.0°C for 6.0h, cooled by Air Cool (AC).",1293.0,13.5,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 880.0°C. Deformation amount: 60.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1217.71,10.6775,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 910.0°C. Deformation amount: 60.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1086.32,14.1265,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 60.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1192.0,12.0,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 60.0%. Annealing: 930.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1187.5,13.5,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 60.0%. Annealing: 930.0°C for 1.0h, cooled by Water Quench (WQ). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1580.5,4.75,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 60.0%. Annealing: 930.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1190.5,11.0,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 60.0%. Annealing: 930.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1174.5,9.25,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 60.0%. Annealing: 950.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1193.5,7.0,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 960.0°C. Deformation amount: 60.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1163.16,14.0883,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 990.0°C. Deformation amount: 60.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1180.24,9.92977,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 1005.0°C. Deformation amount: 60.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1170.28,12.206,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 20.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1158.0,11.75,none
83.52,3.94,6.44,1.68,0.0,3.62,0.0,0.0,0.0,0.0,0.58,0.22,0.0,0.0,965.0,"Forging temperature: 940.0°C. Deformation amount: 40.0%. Annealing: 900.0°C for 1.0h, cooled by Air Cool (AC). Second Annealing: 600.0°C for 6.0h, cooled by Air Cool (AC).",1158.5,12.75,none
85.7,2.1,6.81,2.0,0.0,2.25,0.0,0.0,0.0,0.0,0.94,0.2,0.0,0.0,1028.0,"Forging temperature: 1050.0°C.",1187.39,9.23315,none
85.7,2.1,6.81,2.0,0.0,2.25,0.0,0.0,0.0,0.0,0.94,0.2,0.0,0.0,1028.0,"Forging temperature: 1050.0°C. Deformation amount: 25.0%.",1191.29,13.0333,none
85.7,2.1,6.81,2.0,0.0,2.25,0.0,0.0,0.0,0.0,0.94,0.2,0.0,0.0,1028.0,"Forging temperature: 1050.0°C. Deformation amount: 45.0%.",1200.0,13.36,none
85.7,2.1,6.81,2.0,0.0,2.25,0.0,0.0,0.0,0.0,0.94,0.2,0.0,0.0,1028.0,"Forging temperature: 1050.0°C. Deformation amount: 80.0%.",1258.7,15.1442,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 750.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1276.67,11.6534,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 850.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1307.35,6.54141,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 900.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1309.09,6.0193,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 950.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1303.39,6.51291,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 750.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 420.0°C for 8.0h, cooled by Air Cool (AC).",1078.21,10.9091,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 750.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 470.0°C for 8.0h, cooled by Air Cool (AC).",1143.0,7.31405,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 750.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1306.75,6.07438,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 750.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 570.0°C for 8.0h, cooled by Air Cool (AC).",1174.67,6.69421,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 750.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 620.0°C for 8.0h, cooled by Air Cool (AC).",901.964,14.5041,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 855.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 4.0h, cooled by Air Cool (AC).",1218.86,6.19792,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 855.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 6.0h, cooled by Air Cool (AC).",1258.64,6.48958,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 855.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 8.0h, cooled by Air Cool (AC).",1311.98,6.19792,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 855.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 10.0h, cooled by Air Cool (AC).",1263.23,6.78125,none
79.1,15.0,3.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.2,0.0,0.0,830.0,"Solution: 855.0°C for 0.583333333h, cooled by Water Quench (WQ). Aging: 520.0°C for 12.0h, cooled by Air Cool (AC).",1275.94,5.25,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 915.0°C for 1.0h, cooled by Furnace Cool (FC). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",969.0,18.0,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 915.0°C for 1.0h, cooled by Water Quench (WQ). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",971.0,16.8,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 960.0°C for 1.0h, cooled by Air Cool (AC). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",928.5,16.8,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 960.0°C for 1.0h, cooled by Furnace Cool (FC). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",964.0,15.0,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 1010.0°C for 1.0h, cooled by Furnace Cool (FC). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",989.5,15.3,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 915.0°C for 1.0h, cooled by Air Cool (AC). Aging: 550.0°C for 8.0h, cooled by Air Cool (AC).",938.5,16.5,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 960.0°C for 1.0h, cooled by Water Quench (WQ). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",1017.5,15.3,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 960.0°C for 1.0h, cooled by Air Cool (AC). Aging: 550.0°C for 8.0h, cooled by Air Cool (AC).",919.5,16.5,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 960.0°C for 1.0h, cooled by Air Cool (AC). Aging: 620.0°C for 8.0h, cooled by Air Cool (AC).",929.0,16.3,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 1010.0°C for 1.0h, cooled by Water Quench (WQ). Aging: 580.0°C for 8.0h, cooled by Air Cool (AC).",1028.5,16.8,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 1010.0°C for 1.0h, cooled by Air Cool (AC). Aging: 550.0°C for 8.0h, cooled by Air Cool (AC).",919.5,16.3,none
89.86,1.05,8.1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,"Solution: 1010.0°C for 1.0h, cooled by Air Cool (AC). Aging: 620.0°C for 8.0h, cooled by Air Cool (AC).",938.5,17.8,none
86.63,6.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.1,0.0,910.0,"Forging temperature: 800.0°C. Solution: 780.0°C for 1.0h, cooled by Air Cool (AC). Aging: 560.0°C for 6.0h, cooled by Air Cool (AC).",1126.59,18.5685,none
